index,text,paraphrased_text
1530,you please mam would you kindly give me some breakfast ,['Would you kindly give me a breakfast?']
1531,i haven't eaten anything since yesterday the giant woman go ,"[""I haven't eaten since yesterday.""]"
1532,looked cruel and ugly had a kind heart and offer ,['It looked cruel and ugly.']
1533,jack huge plate of english breakfast but warned him you ,['A huge plate of english breakfast was warned to him.']
1534,must finish quickly before my giant husband comes back that ,['I have to finish quickly before my husband comes back.']
1535,eats you then suddenly there was a huge knock on ,['There was a huge knock on when you ate.']
1536,the door and the wife picked up jack and hit ,['The wife hit the jack with the door.']
1537,him in a huge empty kettle has the door opened ,['He is in a kettle with the door open.']
1538,the giant enter hand road i smell the blood of ,['I smell the blood of the giant enter hand road.']
1539,an english man alive or busy dead and grind his ,['An English man is alive or dead.']
1540,clothes to make my bread nonsense you're mistaken it's the ,"[""You're mistaken about the clothes that make my bread nonsense.""]"
1541,upside you smell so he sat down at the table ,['He sat down at the table.']
1542,and 8th that his wife had served him as breakfast ,['His wife had served him breakfast.']
1543,after he finished he asked his wife my body bags ,['He asked his wife if she had any body bags.']
1544,he started counting his money but he was so sleepy ,['He was so sleepy as he started counting his money.']
1545,that he slept on the table the whole room was ,['The whole room was on the table.']
1546,roaring with his snore jack taking apart unity of this ,['roaring with his snore jack.']
1547,time got out of the kettle picked up the money ,['The money was picked up when time got out of the kettle.']
1548,bags and ran towards the door before the giant woke ,['The bags ran towards the door.']
1549,up he climbed down the beanstalk and 2 his cottage ,['He climbed down the beanstalk to his cottage.']
1550,and did not look back even once hi to kasi ,"[""I didn't look back even once.""]"
1551,of relief and rain to his mother look what i ,['I see relief and rain to his mother.']
1552,got we are rich now the mother and the son ,['The mother and son are rich.']
1553,left quite comfortably till one afternoon when his mother was ,['His mother was with him until one afternoon.']
1554,away he decided to go up to the giants castle ,['He decided to go up to the castle.']
1555,and see what was happening there so he climbed up ,['He climbed up to see what was happening.']
1556,the beanstalk i reached the castle there standing at the ,['The castle was standing at the beanstalk.']
1557,door he saw the giants wife again but she didn't ,"[""He saw the wife again, but she didn't.""]"
1558,recognise him because he was dressed impeccably this time if ,['He was dressed nicely this time.']
1559,you please mam he said could you give me some ,['He asked if you could give him some.']
1560,breakfast runaway you little boy last time a boy came ,['A boy came last time.']
1561,he stole my husband's money bags but since she was ,"[""He stole my husband's money bags.""]"
1562,kind hearted she offered jack breakfast at that very moment ,['She offered a jack breakfast at that moment.']
1563,the giant knocked on the dough and quickly she hit ,['The giant hit the dough.']
1564,jack in the oven the giant entered and road form ,['The giant entered and road form was in the oven.']
1565,i smell the blood of an english man alive or ,['I smell the blood of an English man.']
1566,dead go to make my bread but the giants wife ,"[""I don't want my dead wife to make my bread.""]"
1567,once again a short him that he is mistaken and ,"['Again, he is mistaken and a short man.']"
1568,offered him his huge breakfast to eat after eating his ,['He was offered a huge breakfast after he had eaten his.']
1569,food he asked his wife gets me my golden hen ,['He asked his wife if she had a golden hen.']
1570,the wife got the hen and the giant road in ,['The wife got a hen.']
1571,his voice lay that very moment the hen laid golden ,['The hen laid golden and his voice was present.']
1572,egg and jack was left amazed with what he saw ,['jack and egg were amazed by what they saw.']
1573,no sooner he saw the giants slipping into his deep ,['The giants were slipping into his deep.']
1574,sleep and once again he came out of the oven ,['He came out of the oven.']
1575,picked up the hen and grand put the dog in ,['The dog was put in by the grand.']
1576,the meanwhile the hen began to tackle the voice made ,['The voice was being tackled by the hen.']
1577,the giant move a little but he kept sleeping jack ,['He kept sleeping despite the giant move.']
1578,climb down the stock and went straight to his mother ,['He went to his mother after climbing down the stock.']
1579,and gave her the golden hen mother and the boy ,['The golden hen mother and the boy were given to her.']
1580,was so rich that they had money greater than even ,['They had more money than anyone else.']
1581,what they could spend one day he was sitting idle ,"[""He wasn't thinking about what they could spend one day.""]"
1582,the thought of the beanstalk crossed his mind again and ,['The thought of the beanstalk crossed his mind again.']
1583,he decided to climb but no sooner he was at ,"['He decided to climb, but he was already at the top.']"
1584,the castle but this time i decided not to be ,['I decided not to be at the castle.']
1585,seen and climbed the kitchen wall of the castle and ,['The kitchen wall of the castle was seen and climbed.']
1586,hid himself in the oven in came the giant roaring ,['He hid in the oven.']
1587,louder than ever english go to make my bread but ,['English are louder than ever to make my bread.']
1588,the giantess was quite sure that she had seen no ,['The giantess was certain that she had not seen anything.']
1589,little boy that morning and after crumbling a great deal ,['A little boy that morning crumbled.']
1590,the giants sat down for breakfast as soon as he ,['The giants sat down for breakfast.']
1591,got over with his breakfast he called out to his ,['He got over with his breakfast.']
1592,wife bring me my heart sing ordered the giant soon ,['My wife ordered the giant to bring me my heart.']
1593,the harp started singing the most beautiful sounds ever heard ,['The harp started singing.']
1594,and no sooner the giant fell off into his deep ,['The giant fell into his deep.']
1595,sleep jack who was waiting for this moment got out ,['The sleep jack got out.']
1596,of the oven and climbed the table to grab the ,['The person climbed the table to grab the oven.']
1597,hub but as soon as he started running off with ,['As soon as he started running.']
1598,it perhaps started shouting master master the giant walk up ,['It might have started shouting master master.']
1599,just in time to catch the site of jack running ,['Just in time to catch the jack running.']
1600,out of the kitchen door with a fearful role he ,['He was out of the kitchen door.']
1601,saw jack running with the hub and dashed after him ,['jack ran with the hub and dashed after him.']
1602,little jack brand as fast as he could while holding ,['The little jack brand was as fast as he could hold it.']
1603,the hard tightly in his hands giant taking terribly long ,['The tightly hard in his hands was taking a long time.']
1604,strike game don jack and he would have been caught ,['He would have been caught if the strike game had been played.']
1605,it giant had not slept over a boulder before he ,"[""The giant hadn't slept over a boulder before.""]"
1606,could pick himself up jack began to climb down the ,['He was able to pick himself up and climb down.']
1607,beanstalk and when the giant arrived at the edge he ,['The giant arrived at the edge.']
1608,was really halfway to the cottage the giant began to ,['The giant was halfway to the cottage.']
1609,climb down too but as soon as jack saw him ,['Climb down as soon as jack saw him.']
1610,coming he called out mother bring an axe the widow ,['He told the mother to bring the axe.']
1611,hurried out with the chopper jack had no sooner reached ,['The chopper jack had not yet been reached.']
1612,the ground danny cut the beanstalk right in 2 down ,['The beanstalk was cut in 2 down.']
1613,came the child with a terrible crash and that you ,['The child was in a terrible crash.']
1614,may be sure was the end of him but the ,['Was it the end of him?']
1615,mother had a very important advice for jack jack what ,['What was the important advice mother had for jack jack?']
1616,the giant did to your he raped what he sold ,['The giant raped what he sold.']
1617,but greed jack what the giant did to your go ,['What did the giant do to your go?']
1618,we are late for dinner mum must the house of ,['We are late for dinner.']
1619,straw fell down and oppose it up the first little ,['The first straw fell down.']
1620,big next day the wolf came to the house made ,['The wolf came to the house.']
1621,of sticks he knocked up the door and said little ,['He knocked on the door and said nothing.']
1622,big little big let me come in i will not ,['I will not come in.']
1623,let you come and set the little big bad cough ,"[""Let's make a big bad cough.""]"
1624,and glow your house away set the world so he ,['And set the world on fire.']
1625,half and puff and blue the house away the house ,['The house is half and blue.']
1626,of sticks fell down at the boss etop the second ,['The sticks fell at the boss.']
1627,little big next day the wolf game to the house ,['The wolf game is going to the house.']
1628,made of bricks little pig little pig let me come ,['The little pig was made of bricks.']
1629,in i will not let you coming set the little ,['I will not allow you to come set the little.']
1630,big then i will and often blow your house away ,['I blow your house away a lot.']
1631,stop the world the big bad wolf tried to huff ,['The big bad wolf tried to bite.']
1632,and puff and blow the house down but i couldn't ,"[""I couldn't blow the house down.""]"
1633,he kept trying for hours but the house was very ,['He tried for hours but the house was very small.']
1634,strong he tried to enter through the chimney but the ,['He tried to enter through the chimney.']
1635,clever 3rd little pig boiled a big part of water ,['A pig boiled a lot of water.']
1636,and kept it below the chimney the wall fell into ,['The wall fell into the chimney.']
1637,it and died so the way the wise big managed ,['The wise big managed it and it died.']
1638,to escape from the wolf without using weapons but through ,['Escape from the wolf without using weapons.']
1639,his wisdom would you be able to do the same ,['Would you be able to do the same thing?']
1640, i have a moral to teach it today the ,['I have a moral to teach it.']
1641,boy who cried wolf once upon a time there lived ,['There was a boy who cried wolf.']
1642,a shepherd boy who took care of the sheep in ,['The boy took care of the sheep.']
1643,the village ship okay class who would like to do ,['The village ship class would like to do it.']
1644,problem 3 on the board please don't be me please ,"[""Don't be me, problem 3 on the board.""]"
1645,don't be me i know miss einstein let's give someone ,"[""Don't be me, let's give someone.""]"
1646,else to try ralphie how about you sofia actually he ,"['How about you, sofia?']"
1647,used to take the herd of sheep to the top ,['The herd of sheep used to be taken to the top.']
1648,of the hill and bring them down by evening but ,['Bring them down by evening.']
1649,one day he felt really bored i am feeling so ,['I feel like he was really bored one day.']
1650,bored all the villagers work together but sure i am ,['I am bored all the villagers work together.']
1651,all alone taking care of the sheep and no one ,['No one is taking care of the sheep.']
1652,else to talk to what should i do suddenly he ,['I need to talk to him about what to do.']
1653,had an idea a wicked one he went over the ,['He had an idea that was wicked.']
1654,edge of the hill let's started shouting hot there is ,"[""Let's start shouting hot at the edge of the hill.""]"
1655,a wolf he's gonna eat all that she had hearing ,"[""He's going to eat all that she heard.""]"
1656,the boy cry out for help all the villagers came ,['The boy cried out for help.']
1657,to the top of the hill to save the sheep ,['To get to the top of the hill.']
1658,you are reaching there all they could see where come ,['You are reaching all they can see.']
1659,sheep grazing the grassland you silly boy where is the ,['Where is the sheep?']
1660,wolf why did you cry out for help the villagers ,['Why did you cry for help?']
1661,were very angry and left the place cursing the shepherd ,['They were angry and cursed at the shepherd.']
1662,boy haha this was so much fun next day the ,['This was a lot of fun next day.']
1663,shepherd boy was back again to the routine of taking ,['The boy was back to his usual routine.']
1664,the sheep for grazing and yet again he found himself ,['He found himself again when the sheep were grazed.']
1665,completely bored let's try that try again the boy again ,"[""Let's try again the boy.""]"
1666,went to the hilltop and started shouting hot heard there ,['Went to the hilltop and started shouting.']
1667,was a wolf he's gonna eat all our sheep have ,['He was going to eat all the sheep.']
1668,once again the villagers after hearing the boy crying out ,['The villagers hear the boy crying.']
1669,for help ramta save the sheep but once again came ,['ramta came again to save the sheep.']
1670,back after being fooled by the boy this is not ,"['After being fooled by a boy, this is not.']"
1671,right you would have to pay for this one day ,['You would have to pay for this one day.']
1672,with no regrets on his face the shepherd boy went ,['The shepherd boy had no regrets.']
1673,back to his sheep why when he was lying under ,['He was lying under his sheep.']
1674,the tree while his sheep grazing he saw some sheep ,['He saw sheep in the tree.']
1675,running here in there after looking closely he saw a ,['He looked closely and saw that he was running here.']
1676,wolf approaching the heart i suddenly rang to the edge ,['I rang to the edge when the wolf approached the heart.']
1677,of the hill and started screaming for help hello this ,['The person started screaming for help.']
1678,time he's gonna eat all our sheep have please help ,"[""Please help when he's going to eat all our sheep.""]"
1679,this time the villagers didn't pay any heed to the ,"[""The villagers didn't pay any attention.""]"
1680,boys screaming let's leave him this time too he might ,"[""Let's leave him this time as well.""]"
1681,bring a prank on us the boy kept on crying ,['The boy was crying and we should bring a prank on him.']
1682,for health but no one turned up this time all ,['No one showed up for health this time.']
1683,he could do was stand there and watch his sheep ,['He could watch his sheep.']
1684,getting killed by the wolf play that frank with the ,['Get killed by the wolf.']
1685,villagers nobody believed me when the world actually turned up ,"['When the world turned up, nobody believed me.']"
1686,what should i do now i have lost all my ,['What should I do now that I have lost everything?']
1687,sheet the shepherd boy was never trusted ever by anyone ,['The shepherd boy was never trusted by anyone.']
1688,i'm sorry i did lie about those cookies and now ,['I am sorry I lied about those cookies.']
1689,i learn to listen to liars are not believed even ,['I learn that liars are not believed.']
1690,when they speak the truth i won't ever lie again ,"[""I won't lie again when they tell the truth.""]"
1691,good tofu you are a good boy i just don't ,"[""Tofu, I don't think you are a good boy.""]"
1692,feel like starting let's go out and play tofu exams ,"[""Let's start playing tofu exams.""]"
1693,are just round the corner don't you think we should ,['Are we just around the corner?']
1694,prepare for them first and then play batiya they are ,['Prepare them first and then play batiya.']
1695,still 2 months away we can enjoy now and study ,['We can study now and enjoy it.']
1696,later what if you are not able to study them ,"[""What if you can't study them?""]"
1697,because of some uncertain circumstances why what would happen then ,['What would happen if there were uncertain circumstances?']
1698,you never know what tomorrow hasn't store for you tofu ,"[""You don't know what tomorrow will hold for tofu.""]"
1699,so one should always be prepared for future wait i ,['One should always be prepared for wait times.']
1700,have a little story to tell you and this would ,['This would be a good story to tell.']
1701,cheer you up too the ant and the grasshopper the ,['You can also cheer up the ant and the grasshopper.']
1702,almighty has provided us with food on every k out ,"['Every k out, almighty has provided us with food.']"
1703,here why works so much just eat and relax and ,['Why does it take so much to work here?']
1704,have fun like the way i am doing stop working ,['Have fun like the way I am doing.']
1705,like those dumb ants come on let's play together and ,"[""Let's play with dumb ants.""]"
1706,feast on the food the fruit that you are enjoying ,['You should feast on the fruit that you are eating.']
1707,today will not last for long please realise that well ,['It will not last for long.']
1708,where is so much food gonna go sharp it's gonna ,['Where is all the food going to go?']
1709,be here forever once the week does the right you ,"['Once the week does the right thing, be here forever.']"
1710,will know how difficult it would get to gather food ,['It would be difficult to gather food.']
1711,so say it today so that we don't stop are ,"[""Say it today so we don't stop.""]"
1712,you feeling better yes i am thanks for all the ,['I am happy that you are feeling better.']
1713,help and i think i have a lesson to learn ,['I think I have a lesson to learn.']
1714,now had i listen to you back the goose that ,['I 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932']
1715,laid golden eggs once once upon a time in just ,"['Once upon a time, golden eggs were laid.']"
1716,me the time mary was about to have we go ,['Mary was about to have us go.']
1717,now yes let's go at home hence you will forever ,"[""You will forever if you let's go at home.""]"
1718,be cursed your race will always be hot and burn ,['Your race will always be hot and burning if you are cursed.']
1719,everything that comes near you men will hide themselves in ,['Men will hide themselves in everything that comes near them.']
1720,your presence wind you too did not care for your ,['You did not care for your presence.']
1721,mother you decided to selfishly enjoy the dishes by yourself ,['You decided to enjoy the dishes on your own.']
1722,hence you 2 will be cursed you will always accompany ,['You will always accompany because you will be cursed.']
1723,the heat and men will cover themselves in your presence ,['Men will cover themselves in the heat.']
1724,my job is to make college easier because students have ,['My job is to make college easier for students.']
1725,a luck play ekhon major who piles on the pressure ,['A luck play is a major who piles on the pressure.']
1726,grammarly can help her stressless this term papers gotta be ,['She needs to be stressless this term papers.']
1727,great its a 3rd of migrate your ideas are on ,['3rd of your ideas are on.']
1728,the money let's make sure they come across clearly with ,"[""Let's make sure they come across clearly.""]"
1729,grammar watch work watch perfect how that is stronger engineering ,['How that is stronger engineering.']
1730,major gramly can get her dream job my application need ,['My application need is that gram can get her dream job.']
1731,to stand out till we meet with the top candidates ,['We need to stand out until we meet the top candidates.']
1732,if you want to make a good impression and mail ,['If you want to make a good first impression.']
1733,your delivery use grammarly we don't want to pull another ,"[""We don't want to pull another delivery.""]"
1734,all nighter do you now that's taken into the end ,"[""Now that's taken into the end, do you?""]"
1735,zone don't touch down with grammarly an education major who ,"[""Education majors don't touch down in the zone.""]"
1736,knows you're gonna be a school teacher but first i ,"[""I know you're going to be a school teacher.""]"
1737,need to get my senior thesis over finish line i ,['I need to finish my senior thesis.']
1738,keep repeating the same words what's faster did it in ,['Keep repeating the same words.']
1739,one place rarely means better results that's why it's the ,"[""It's because one place rarely means better results.""]"
1740,writing tool selected by 3000 schools and universities for free ,['3000 schools and universities have a writing tool for free.']
1741,like clicking the blue button class dismissed download grammarly today ,['Click the blue button class was dismissed today.']
1742,rupa gram don't look at us just you seen it ,"[""Don't look at us, just watch it.""]"
1743,before ram cadbury because kata 5 science is here let's ,"[""Let's start because kata 5 science is here.""]"
1744,explorer generationgenius.com educate and inspire students videos and lessons they're ,['Students can learn from the videos and lessons on explorer generationgenius.com.']
1745,fun their educational me a line which state standards like ,['State standards like that are fun.']
1746,this lesson on oceans lakes and rivers you fun experiments ,['You can do fun experiments on lakes and rivers.']
1747,12 lesson plans board even activities you can do in ,['There are even activities you can do in the lesson plans.']
1748,the classroom try it free@generationgenius.com hello mr music not yourself ,['The classroom can try it for free.']
1749,my dear moon because you thought of someone else besides ,"['You thought of someone else, my dear moon.']"
1750,yourself you will always be cool and calm there will ,['You will always be cool and calm.']
1751,be no mean heat or blinding light from you people ,['It is not a good idea to have heat or light from you people.']
1752,will always love you and call you blessed in ta ,['I will always love you and call you blessed.']
1753,on second thoughts you are right we should take something ,"['On second thought, we should take something.']"
1754,for june it is not right to think only about ,"[""It's not right to only think about June.""]"
1755,ourselves as we enjoyed this lovely lunch i'm glad you ,"[""We enjoyed this lunch and I'm happy for you.""]"
1756,agree tofu and so i'll let you pick the cake ,"[""I'll let you pick the cake.""]"
1757,let's take her favorite one chocolate super hey guys hello ,"[""Hey guys, let's take her favorite chocolate.""]"
1758,what do you want can i play with you guys ,['Can I play with you?']
1759,this is a game for big kids go away actually ,['This is a game for big kids to play.']
1760,why don't you stay to hear a story i was ,"[""Don't you want to hear a story?""]"
1761,about to tell my brother okay thanks once upon a ,"[""I'm about to tell my brother.""]"
1762,time they lived a king who had 12 beautiful daughters ,['They lived a king who had 12 beautiful daughters.']
1763,he loved the princesses dearly but one thing about them ,['He loved the princesses but one thing.']
1764,worries him a lot i cannot understand what my daughters ,"[""I can't understand what my daughters are.""]"
1765,do because of which they need a new pair of ,['They need a new pair.']
1766,shoe every morning how can it be that they shoes ,['How come they have shoes every morning?']
1767,are fine through the day but in the morning they ,['They are fine through the day but not in the morning.']
1768,are worn out completely to find the truth behind his ,['They are worn out to find the truth.']
1769,daughters shoes the king announced in the kingdom that anyone ,['The daughters shoes were announced by the king.']
1770,who uncovered the secret would be awarded handsomely many people ,['The person who uncovered the secret would get a lot of money.']
1771,came but no one could understand how the princesses managed ,['No one could understand how the princesses did it.']
1772,it one day an old soldier decided to go to ,['An old soldier decided to go.']
1773,the palace as he was walking he came across an ,['He came across the palace as he was walking.']
1774,old woman where are you going i'm going to the ,['Where are you going?']
1775,palace i would love to solve the mystery of the ,['I would love to solve the mystery of the palace.']
1776,princesses and become a king in one day that's not ,"[""It's not possible for princesses to become a king in one day.""]"
1777,very difficult here take this invisibility cloak and use it ,['It is very difficult to use this invisibility cloak.']
1778,when the time is right nobody will be able to ,['Nobody will be able to when the time is right.']
1779,see you as long as you wear it just be ,['You can wear it as long as you please.']
1780,wary not to drink the wine that one of the ,"[""Don't drink that wine.""]"
1781,princesses will bring you the soldier thanked the woman and ,['The woman said that princesses would bring the soldier.']
1782,went on his way to the castle once there he ,['He went to the castle.']
1783,went to meet the king i can find the truth ,['I went to meet the king.']
1784,behind the worn out shoes of the princesses if you ,['If you are behind the princesses shoes.']
1785,save i will have your head cut off and if ,['I will have your head cut off.']
1786,i do it you will allow me to marry one ,['You will allow me to marry one.']
1787,of your daughters you have courage young man very well ,['You have courage young man.']
1788,you will sleep in the princesses room tonight the soldier ,['The soldier will sleep in the princesses room tonight.']
1789,was introduced to the princesses and given a cozy bed ,['The princess gave him a cozy bed.']
1790,in the princesses room just before he was about to ,['He was about to enter the princesses room.']
1791,sleep a princess brought him a glass of wine only ,['A princess gave him a glass of wine.']
1792,pretended to i'm not sure about the sisters i think ,"[""I'm not sure about the sisters.""]"
1793,something will go wrong tonight so you simpleton you worry ,['You worry because something will go wrong tonight.']
1794,unnecessarily nothing will happen not come let's go the eldest ,"[""Let's go the oldest.""]"
1795,prince is then went to her bed and clap twice ,['The prince went to her bed.']
1796,the bed sank to the floor and a secret stairway ,['The bed fell to the floor.']
1797,opened underneath the soldier also quickly got up and put ,['The soldier quickly got up after being opened underneath.']
1798,on the clock he then followed the princesses onto the ,['He followed the princesses onto the clock.']
1799,stabbing but halfway through he accidentally stepped on the gown ,['He stepped on the gown as he stabbed.']
1800,of the youngest princess i'm telling you sisters something is ,"[""I'm telling you sisters something about the youngest princess.""]"
1801,amiss someone has caught hold of my girl don't be ,['Someone caught hold of my girl.']
1802,a fool it might just be a name now stop ,['It might just be a name.']
1803,crying or you will delay us all the princesses followed ,['You will delay us if you cry.']
1804,by the invisible soldier made their way to the bottom ,['The invisible soldier made their way to the bottom.']
1805,of the stairs they found themselves in a beautiful grove ,['They found themselves in a grove on the stairs.']
1806,of fruit laden trees and flowers made of silver beyond ,['There are fruit laden trees and flowers made of silver.']
1807,the grove was a lake where 12 handsome princes awaited ,['The princes were at the lake in the grove.']
1808,the princesses in 12 small boats the princesses rushed to ,['The princesses rushed to the boats.']
1809,their beloved each and got into his boat the soldiers ,['They got into his boat with the soldiers.']
1810,sneaked into the boat with the youngest princess the boat ,['The youngest princess sneaked into the boat.']
1811,is very heavy today i don't know what is happening ,"[""I don't know what is happening.""]"
1812,today everything is wrong the princesses and the princes reached ,['The princesses and princes are not right.']
1813,the other side of the lake there was another beautiful ,['There was a beautiful side of the lake.']
1814,group there it was lit with 1000 lamps and music ,['It was lit with 1000 lamps and music.']
1815,wafted throughout let's go sisters everybody got off the boats ,['Everyone got off the boats.']
1816,and into the groove the princesses and the prince is ,['The princes and princesses are there.']
1817,dance with each other like there was no tomorrow the ,['There was no tomorrow to dance with each other.']
1818,soldier hid himself in one corner and watched everything the ,['The soldier hid in one corner.']
1819,princesses dance through the night and when morning came they ,"['When the morning came, princesses danced through the night.']"
1820,returned to the palace and slept so this is where ,['This is where the returned to the palace and slept.']
1821,the princesses go and this is why the shoes were ,['The shoes were made for princesses.']
1822,out overnight let me see what they do tonight the ,['Let me see what they do tonight.']
1823,soldier waited and watched one day when  was standing ,['One day a soldier was standing.']
1824,at the window singing sad songs cortana a very handsome ,['A very handsome man is singing sad songs at the window.']
1825,prince was passing by he stopped and looked here and ,['The prince stopped and looked at the place.']
1826,there to see where this beautiful walls was coming from ,['There was a place to see where the walls were coming from.']
1827,halo oh what a beautiful song who is singing so ,['What a beautiful song that is being sung.']
1828,beautiful the prince notice the beautiful voice coming from the ,['The prince heard a beautiful voice.']
1829,tower he wanted to climb the tower and looked for ,['He wanted to climb the tower.']
1830,the dough but could not find one she went back ,"[""She went back and couldn't find the dough.""]"
1831,home in dismay bat rapunzel singing had touched his heart ,['His heart was touched by bat rapunzel singing.']
1832,so much that everyday he started going to the forest ,['He started going to the forest everyday.']
1833,to listen to rapunzel song one day he was standing ,['One day he was standing and listening to rapunzel.']
1834,behind the tree when he saw the witch coming heard ,['He heard the witch coming behind the tree.']
1835,what she said rapunzel rapunzel let down your hair to ,['She let down your hair.']
1836,me then rapunzel let down her long beautiful hair and ,['rapunzel let her hair down.']
1837,the witch climbed up the tower oh that's the way ,['The witch climbed up the tower.']
1838,to climb up to the tower i shall do the ,['I will climb up to the tower.']
1839,same the next day when it began to grow dark ,['It began to grow dark the next day.']
1840,he went to the tower robin self rapunzel let your ,['He went to the tower.']
1841,hair down to me immediately the hair fell down and ,['The hair fell down on me.']
1842,the prince climbed up ohh who are you goes on ,['Who are you talking about? The prince climbed up.']
1843,you are the most beautiful maiden that i have ever ,['You are the most beautiful woman I have ever met.']
1844,seen in my life i have lost my heart to ,['I have lost my heart in my life.']
1845,you will you marry me will you be my wife ,['Will you be my wife?']
1846,and you put me in my kingdom oh my friends ,"['Oh my friends, you put me in my kingdom.']"
1847,i wish that was possible but the which won't likely ,"[""I would like that to be possible but it won't be.""]"
1848,go out of this tower and if she comes to ,"['If she comes, go out of the tower.']"
1849,know about you she will kill you i don't care ,"[""She will kill you, I don't care.""]"
1850,you are coming with me now come on let's go ,"[""Let's go, you are coming with me.""]"
1851,all friends i am ready to go away with you ,"[""I'm ready to go away with you.""]"
1852,but i do not know how to get down if ,"[""I don't know how to get down.""]"
1853,i let down my hair then how will i get ,['How will I get my hair back?']
1854,down you are right you have to go now the ,['You have to leave now.']
1855,witch will come soon yes don't worry rapunzel i will ,"[""Don't worry, the witch will come soon.""]"
1856,think of something and come back tomorrow that moment when ,['Come back tomorrow when you think of something.']
1857,the prince was climbing down the tower the witch saw ,['The prince was going down the tower.']
1858,him oh so he wants to take rapunzel away they ,['He wants to take rapunzel away.']
1859,both will have to pay for this the witch climbed ,['The witch will have to pay for it.']
1860,the tower after asking rapunzel to let down her hair ,['rapunzel was asked to let her hair down.']
1861,you treacherous girl how could you even think of betraying ,['How could you think of betraying?']
1862,me yushchak pay for this the witch took a big ,['The witch took a lot of money.']
1863,pair of scissors and chopped off her long beautiful dresses ,['Her dresses were chopped off with a pair of scissors.']
1864,rapunzel was left all alone in the desert by the ,['Rapunzel was left alone in the desert.']
1865,witch to live in creep and misery meanwhile the prince ,['The prince is to live in misery.']
1866,returns the next evening to take rapunzel away rapunzel rapunzel ,"['The next night, rapunzel is taken away.']"
1867,let down your hair the wicked witch let down the ,['The witch let down her hair.']
1868,long break that she had chopped off from rapunzel's hair ,"[""She had cut off rapunzel's hair.""]"
1869,and the prince climbed the tower without knowing what danger ,['The prince did not know what danger he was in.']
1870,was awaiting him when the prince was about to enter ,['The prince was about to enter.']
1871,the window the wicked witch chopped off the trade just ,['The window was chopped off by the witch.']
1872,to see the prince call of the tower into the ,['You can see the prince call into the tower.']
1873,thorny bushes under the tower the prince started bleeding from ,['The prince started bleeding from the bushes.']
1874,his eyes as the thorns blinded him completely ha ha ,['His eyes were blinded by the thorns.']
1875,ha ha the witch cast a spell on the prince ,['The witch cast a spell on the prince.']
1876,and he wondered in words around the world without any ,['He wondered in words around the world.']
1877,site and survived in poor conditions meanwhile the prince roundabout ,['The site was in poor conditions.']
1878,and misery for 2 years and finally he got to ,['For 2 years he was miserable.']
1879,the desert by rapunzel was left by the witch no ,['The witch left the desert.']
1880,lalo suddenly heard the beautiful sad voice of his beloved ,['Lalo heard the sad voice of his beloved.']
1881,and started shouting and excitement but why's that boys is ,['The boys started shouting and excited.']
1882,that you rapunzel is it really you he went towards ,['Is it really you that he went towards?']
1883,it and when he approached rapunzel said oh prince you ,"['""Oh prince you,"" rapunzel said when he approached.']"
1884,finally found me i missed you so much i am ,"['I finally found you, I missed you a lot.']"
1885,so happy to see you that i can't stop crying ,"[""I can't stop crying when I see you.""]"
1886,2 of her tears fell on his eyes and they ,['Two of her tears fell on his eyes.']
1887,grew clear again and he could see with them as ,['He was clear again and could see them.']
1888,before i can see again oh my sweet truck windsor ,['My truck windsor before I can see again.']
1889,what have they done to us let go back to ,['What have they done to us?']
1890,my kingdom he took her to his kingdom after a ,['He took her to his kingdom.']
1891,year rapunzel gave birth to a pretty little baby girl ,['rapunzel gave birth to a baby girl.']
1892,who looked just like her and they lived happily ever ,['They lived happily ever since they looked like her.']
1893,after get up tofu or you'll get late for school ,"[""You'll get late for school if you don't get up after tofu.""]"
1894,get up tofu tia you what happened that that was ,"['Get up tofu, what happened?']"
1895,haha yeah yeah i know i know that was me ,['I know that was me.']
1896,in your dream now get up and get ready sir ,['Get up and prepare for your dream.']
1897,play hatia that monkey over there tried to imitate me ,['The monkey tried to imitate me.']
1898,really tia why are you laughing wait i'll tell you ,"[""Wait, I'll tell you why you are laughing.""]"
1899,why monkeys do this the monkeys and the capseller and ,['The monkeys and the capseller do this.']
1900,one by one took all the caps from the cap ,"['One by one, they took the caps.']"
1901,sellers basket adapted mind math come explorer they came down ,['They came down with adapted mind math.']
1902,the tree u when the cap seller woke up he ,['The cap seller woke up.']
1903,was shocked to see ntil you find this when the ,['I was shocked to see this.']
1904,capseller woke up he was shocked to see his basket ,['The capseller woke up and saw his basket.']
1905,empty he search for his caps everywhere to his surprise ,['He was empty when he searched for his caps.']
